station_id,latitude,longitude,yearly_avg_temp_c,days_recorded
USR0000SAND,39.7136,-109.4461,8.16,365
USR0000SANP,34.8117,-83.125,15.87,365
USR0000SBAK,43.9792,-103.425,6.02,365
USR0000SBEA,45.0572,-101.4767,5.46,365
USR0000SCAR,34.6619,-80.2742,17.9,365
USR0000SCUS,43.75,-103.6333,5.25,365
USR0000SELK,43.5608,-103.4914,7.7,365
USR0000SEVI,39.35,-112,10.69,365
USR0000SFOP,44.1153,-100.3014,6.31,364
USR0000SIGN,38.6319,-112.0611,6.27,365
USR0000SMAG,43.3181,-101.1444,7.53,365
USR0000SMRU,43.875,-103.4583,6.95,365
USR0000SNEM,44.1917,-103.5097,4.47,365
USR0000SPIN,43.29,-102.2711,7.05,356
USR0000SPNN,43.8822,-102.2042,6.98,364
USR0000SRED,43.4258,-103.7589,7.31,365
USR0000SSAV,32.1,-81.0833,20.22,365
USR0000SSV1,33.3622,-81.6836,19.3,365
USR0000SSV2,33.2106,-81.5906,18.57,365
USR0000SWHI,34.6333,-81.6,17.05,365
USR0000SWIT,33.1597,-79.8306,18.79,365
USR0000TANA,29.6692,-94.4383,20.62,365
USR0000TARA,28.25,-96.75,21.7,365
USR0000TATH,32.2211,-95.7661,19.07,365
USR0000TATT,29.6617,-96.2597,20.48,365
USR0000TBAR,30.9856,-101.1578,17.83,365
USR0000TBAS,30.1742,-97.2564,20.24,365
USR0000TBEL,30.5661,-98.0389,19.6,365
USR0000TBIG,36.475,-84.6542,13.76,365
USR0000TBIR,30.2625,-98.6289,19.33,365
USR0000TBLE,35.6819,-85.2733,14.38,365
USR0000TBRA,29.1417,-95.2917,21.2,365
USR0000TBUR,36.065,-87.2831,15.7,365
USR0000TCAD,32.6583,-94.1164,17.83,365
USR0000TCAM,36.0661,-88.1686,16.12,365
USR0000TCDD,33.7411,-95.9219,17.36,365
USR0000TCED,35.6667,-101.5667,14.72,365
USR0000TCHE,35.6197,-83.2069,12.61,365
USR0000TCHI,29.2667,-103.3,18.2,365
USR0000TCHU,36.3689,-83.8986,15.19,365
USR0000TCLA,33.6189,-95.1667,17.86,365
USR0000TCLD,30.3106,-95.0867,19.69,365
USR0000TCLM,31.5061,-99.6594,19.22,365
USR0000TCOK,36.28,-84.275,15,362
USR0000TCOL,31.0522,-98.5003,19.26,365
USR0000TCON,30.2364,-95.4828,20.51,365
USR0000TDAY,30.105,-94.9314,20.37,365
USR0000TELE,37.2,-112.025,11.1,365
USR0000TFAL,26.5547,-99.1356,24.32,365
USR0000TGEO,28.3667,-98.1167,22.23,365
USR0000TGIL,32.7017,-94.9447,18.46,365
USR0000TGRE,33.0353,-96.1639,18.21,365
USR0000TGUA,31.925,-104.8253,11.08,365
USR0000THAM,36.2572,-83.2772,15.65,364
USR0000THEN,32.15,-94.8,18.62,365
USR0000THMB,32.5,-99.6167,18,365
USR0000THUN,30.45,-95.4,19.57,365
USR0000TIND,35.6236,-83.8083,15.22,365
USR0000TKIR,30.4333,-93.8833,19.75,356
USR0000TLAG,26.2283,-97.3483,23.41,365
USR0000TLBJ,33.1728,-97.3756,18.32,365
USR0000TLEW,35.3817,-86.7658,16.3,365
USR0000TLGR,29.9075,-96.86,20.46,365
USR0000TLIN,26.535,-98.0858,23.53,365
USR0000TLND,33,-94.8,18.22,365
USR0000TLRG,26.0839,-98.1369,23.92,365
USR0000TLUF,31.3131,-94.8261,19.21,365
USR0000TMAA,34.1333,-100.4167,16.75,365
USR0000TMAS,30.7358,-99.1861,19.31,365
USR0000TMCF,29.7,-94.1167,20.79,365
USR0000TMEI,35.5208,-84.7931,15.91,219
USR0000TMER,35.3208,-87.4578,15.78,365
USR0000TMID,32,-102,18.49,361
USR0000TMIL,33.4136,-99.4006,17.64,365
USR0000TOMB,37.8167,-112.1167,5.73,365
USR0000TPAL,31.7425,-95.5717,18.92,365
USR0000TPAN,29.3167,-103.2,20.69,365
USR0000TPIN,31.8944,-104.7978,16.37,365
USR0000TPOS,32.85,-98.55,18.92,354
USR0000TPRE,35.1303,-85.4278,15.41,365
USR0000TRAT,31.395,-95.1361,19.23,365
USR0000TSAB,28.8647,-95.5678,21.47,365
USR0000TSBS,31.2803,-93.8386,19.09,363
USR0000TSHI,35.155,-88.3217,16.83,365
USR0000TSOU,30.5403,-94.3411,19.25,365
USR0000TTEX,33.3739,-94.0456,17.57,365
USR0000TULE,39.35,-113.3847,12.01,365
USR0000TVIC,28.8461,-96.9217,21.28,365
USR0000TWES,35.84,-84.3308,16.09,365
USR0000TWOO,30.75,-94.4,19.8,365
USR0000UPRC,39.4678,-109.2836,5.64,365
USR0000VASH,37.9864,-79.7594,12.75,365
USR0000VBAC,36.6833,-75.9333,16.68,318
USR0000VCRA,37.5222,-80.0797,12.39,365
USR0000VELM,44.5431,-72.5294,5.98,332
USR0000VERN,40.0989,-112.4269,8.64,365
USR0000VESS,44.5078,-73.1156,7.77,365
USR0000VFVA,38.8333,-78.4,12.71,365
USR0000VGDR,36.6128,-76.5542,16.25,365
USR0000VJAM,37.25,-77.25,16.47,365
USR0000VNUL,44.77,-71.7017,4.94,365
USR0000VSWE,43.3333,-73.0333,7.72,360
USR0000VVIE,37.8325,-81.0678,12.1,361
USR0000WABE,46.35,-123.1,7.54,365
USR0000WALD,46.2733,-117.495,7.46,365
USR0000WAND,42.4372,-108.9408,2.49,365
USR0000WANT,45.15,-89.15,4.91,365
USR0000WAUG,44.6981,-91.1342,6.54,365
USR0000WBAR,46.4,-91.5,4.47,365
USR0000WBEA,44.5972,-104.4275,5.36,365
USR0000WBEC,44.15,-111.0467,3.39,360
USR0000WBLA,47.4136,-124.1031,9.17,356
USR0000WBRF,44.3003,-90.835,6.45,365
USR0000WBRO,48.5353,-118.6889,5.33,365
USR0000WBUH,43.8397,-110.3708,2.45,365
USR0000WBUR,44.7853,-107.5347,1.09,365
USR0000WCA4,48.0181,-120.2342,7.71,365
USR0000WCAM,42.3458,-107.5528,5.18,365
USR0000WCAN,45.9167,-122.1667,8.43,365
USR0000WCAR,46.3075,-122.9047,10.77,365
USR0000WCAS,42.7131,-106.3461,3.75,357
USR0000WCEC,48.9797,-117.6747,4.51,356
USR0000WCNW,46.8814,-119.3242,10.61,365
USR0000WCOU,47.9167,-123.1172,7.78,365
USR0000WCOW,41.2708,-107.5819,5.6,365
USR0000WCRA,44.8503,-109.6114,3.09,365
USR0000WDDG,43.1,-90,7.74,365
USR0000WDEE,48.8019,-117.6103,6.92,365
USR0000WDEV,44.5817,-104.7194,5.38,365
USR0000WDIR,48.1156,-120.1031,6.99,365
USR0000WDOD,41.9675,-105.5194,4.43,365
USR0000WDOU,47.62,-119.8983,7.45,356
USR0000WDRC,45.9444,-121.9864,8.35,365
USR0000WDRY,47.7333,-120.5333,6.66,365
USR0000WEAG,44.4856,-109.8964,2.86,365
USR0000WECH,44.4667,-105.8461,6.72,365
USR0000WELL,48.1578,-124.315,7.11,365
USR0000WELR,46.3522,-122.6058,7.45,365
USR0000WESC,47.0378,-117.9472,10.02,365
USR0000WEST,42.4153,-105.3611,5.82,365
USR0000WFIN,48.4028,-121.7903,7.63,365
USR0000WFIR,48.6172,-120.1075,4.47,365
USR0000WFLO,48.2975,-117.4039,6.47,365
USR0000WFTA,47.4536,-121.6658,8.95,365
USR0000WGLI,46.14,-90,4.16,365
USR0000WGOH,48.2,-121.5,6.58,365
USR0000WGOL,48.1806,-118.4636,5.51,359
USR0000WGRE,45.9917,-121.0833,7.02,365
USR0000WGRN,47.1556,-121.6114,8.15,365
USR0000WHAG,46.5667,-121.6306,6.08,365
USS0003E03S,44.11,-103.98,3.03,365
USS0003E05S,44.21,-103.79,4.31,365
USS0004E07S,44.49,-104.41,4.56,365
USS0005G04S,42.44,-105.86,2.04,364
USS0005G05S,42.28,-105.58,2.77,356
USS0005H02S,41.23,-105.38,4.46,363
USS0005J04S,40.4,-105.85,1.15,365
USS0005J05S,40.2,-105.6,2.6,365
USS0005J06S,40.81,-105.77,-0.02,363
USS0005J08S,40.03,-105.58,0.76,365
USS0005J10S,40.41,-105.82,-0.83,365
USS0005J11S,40.58,-105.63,2.27,364
USS0005J12S,40.23,-105.92,2.59,363
USS0005J18S,40.21,-105.57,4.3,365
USS0005J27S,40.51,-105.77,-0.72,364
USS0005J28S,40.89,-105.66,3.11,362
USS0005J37S,40.53,-105.89,0.45,364
USS0005J39S,40.31,-105.64,2.96,365
USS0005J40S,40.43,-105.73,-0.8,365
USS0005J41S,39.94,-105.59,2.94,364
USS0005J42S,40.04,-105.54,1.72,362
USS0005J45S,40.14,-105.59,2.05,365
USS0005J46S,40.04,-105.75,0.76,365
USS0005K05S,39.67,-105.9,-0.88,364
USS0005K09S,39.65,-105.87,-0.06,365
USS0005K14S,39.8,-105.78,-0.29,365
USS0005K21S,39.76,-105.91,0.35,365
USS0005K26S,39.57,-105.8,0.66,365
USS0005K27S,39.66,-105.59,1.27,363
USS0005K28S,39.44,-105.91,0.91,364
USS0005K30S,39.87,-105.87,-0.64,365
USS0005L11S,38.88,-105.07,0.71,363
USS0005L12S,38.29,-105.85,1.03,363
USS0005M03S,37.21,-105.2,1.47,365
USS0005M07S,37.33,-105.07,4.45,364
USS0005M08S,37.35,-105.23,2.29,365
USS0005M13S,37.97,-105.54,1.31,365
USS0005M14S,37.21,-105.12,2.87,364
USS0005M16S,37.85,-105.44,3.74,363
USS0005M17S,37.61,-105.37,1.07,365
USS0005N04S,36.13,-105.53,5.66,365
USS0005N11S,36.7,-105.34,4.04,365
USS0005N13S,36.41,-105.33,5.42,365
USS0005N14S,36.58,-105.46,1.84,365
USS0005N16S,36.99,-105.26,2.47,364
USS0005N18S,36.19,-105.56,5.22,365
USS0005N19S,36.47,-105.19,0.33,175
USS0005N23S,36.79,-105.24,3.9,365
USS0005N24S,36.07,-105.63,3.38,365
USS0005P04S,35.7,-105.81,6.39,365
USS0005P08S,35.78,-105.54,2.63,365
USS0005P09S,35.77,-105.78,1.95,365
USS0005R01S,33.4,-105.79,6.14,365
USS0006E03S,44.26,-106.98,2.34,365
USS0006G01S,42.73,-106.32,2.45,365
USS0006G02S,42.57,-106.09,1.93,365
USS0006H09S,41.16,-106.93,1.61,364
USS0006H10S,41.15,-106.97,0.62,365
USS0006H13S,41.36,-106.23,2.68,310
USS0006H19S,41.33,-106.5,3.03,365
USS0006H20S,41.33,-106.38,-0.37,365
USS0006H22S,41,-106.91,0.52,339
USS0006H23S,41.46,-106.28,-0.52,348
USS0006H24S,41.24,-106.23,0.76,364
USS0006H25S,41.07,-106.94,2.2,365
USS0006H26S,41.06,-106.71,0.54,363
USS0006H27S,41.38,-106.35,-0.86,363
USS0006J01S,40.53,-106.78,3.27,365
USS0006J03S,40.39,-106.6,1.48,364
USS0006J05S,40.35,-106.09,-0.15,365
USS0006J06S,40.08,-106.67,-1.59,248
USS0006J08S,40.35,-106.38,-0.76,364
USS0006J09S,40.37,-106.74,1.62,363
USS0006J12S,40.88,-106.05,0.96,364
USS0006J15S,40.85,-106.97,2.91,365
USS0006J18S,40.23,-106.6,0.7,365
USS0006J19S,40.79,-106.6,-1.49,269
USS0006J20S,40.71,-106.01,2.09,365
USS0006J27S,40.4,-105.96,-1.19,364
USS0006J29S,40.54,-106.68,-0.53,364
USS0006J38S,40.82,-106.75,3.27,364
USS0006K01S,39.36,-106.06,-0.48,365
USS0006K04S,39.08,-106.61,-0.75,365
USS0006K06S,39.3,-106.61,1.84,365
USS0006K08S,39.38,-106.2,-0.74,365
USS0006K10S,39.29,-106.55,0.44,365
USS0006K12S,39.8,-106.03,1.89,365
USS0006K14S,39.72,-106.16,1.79,365
USS0006K16S,39.3,-106.11,0.88,365
USS0006K24S,39.49,-106.17,0.01,364
USS0006K29S,39.86,-106.42,1.25,361
USS0006K30S,39.32,-106.61,1.04,365
USS0006K39S,39.62,-106.38,1.76,365
USS0006K40S,39.09,-106.54,-0.28,365
USS0006K43S,39.03,-106.08,1.95,364
USS0006K44S,39.6,-106.54,3.37,365
USS0006K45S,39.6,-106.51,3.32,364
USS0006K46S,39.26,-106.63,-0.07,365
USS0006L02S,38.82,-106.59,0.38,365
USS0006L03S,38.49,-106.34,-0.55,362
USS0006L05S,38.7,-106.37,0.58,364
USS0006L06S,38.16,-106.6,2.03,365
USS0006L11S,38.89,-106.95,2.17,363
USS0006L13S,38.29,-106.37,-0.09,365
USS0006L14S,38.99,-106.75,-0.12,365
USS0006M03S,37.49,-106.84,0.86,353
USS0006M17S,37.48,-106.8,2.06,364
USS0006M21S,37.47,-106.54,0.32,364
USS0006M22S,37.02,-106.45,2.19,365
USS0006M23S,37.38,-106.55,2.1,365
USS0006M26S,37.97,-106.56,1.61,365
USS0006N03S,36.96,-106.66,4.8,364
USS0006N04S,36.51,-106.32,4.5,365
USS0006N14S,36.72,-106.26,3.8,365
USS0006N15S,36.86,-106.23,3.28,365
USS0006N16S,36.03,-106.81,4.74,364
USS0006P01S,35.92,-106.39,5.2,139
USS0006P10S,36,-106.83,3.7,325
USS0007E05S,44.35,-107.01,1.88,365
USS0007E06S,44.16,-107.13,0.26,365
USS0007E12S,44.72,-107.4,0.42,365
USS0007E18S,44.68,-107.58,0.29,365
USS0007E21S,44.8,-107.84,-0.07,364
USS0007E23S,44.5,-107.43,-0.61,365
USS0007E32S,44.58,-107.2,2.71,365
USS0007E33S,44.79,-107.53,1.7,365
USS0007E34S,44.57,-107.3,1.53,365
USS0007E36S,44.4,-107.06,0.34,365
USS0007E39S,44.81,-107.41,3.28,365
USS0007E40S,44.54,-107.18,2.47,365
USS0007F01S,43.89,-107.06,2.58,365
USS0007F02S,43.63,-107.18,3.27,365
USS0007F06S,43.47,-107.24,2,365
USS0007H03S,41.11,-107.17,3.68,365
USS0007H04S,41.05,-107.27,4.09,365
USS0007H05S,41.3,-107.15,3.52,365
USS0007H06S,41.4,-107.26,4.37,362
USS0007J03S,40.06,-107.01,1.52,363
USS0007J04S,40.17,-107.06,2.7,365
USS0007J05S,40.11,-107.29,0.37,365
USS0007K01S,39.08,-107.14,2.71,365
USS0007K02S,39.88,-107.6,2.7,365
USS0007K06S,39.05,-107.87,0.5,365
USS0007K09S,39.13,-107.29,4.34,365
USS0007K11S,39.02,-107.05,0,365
USS0007K12S,39.76,-107.36,-0.63,365
USS0007K13S,40,-107.24,2.28,365
USS0007K14S,39.09,-107.63,1.06,364
USS0007M05S,37.65,-107.81,3.99,364
USS0007M11S,37.7,-107.78,1.82,365
USS0007M12S,37.75,-107.69,0.65,365
USS0007M14S,37.85,-107.73,0.53,365
USS0007M16S,37.72,-107.26,1.77,364
USS0007M21S,37.62,-107.03,0.57,365
USS0007M27S,37.93,-107.68,1.62,364
USS0007M29S,37.8,-107.92,1.23,364
USS0007M30S,37.99,-107.2,0.43,365
USS0007M31S,37.49,-107.51,2.54,365
USS0007M32S,37.71,-107.51,-0.29,365
USS0007M33S,37.89,-107.71,-0.38,365
USS0007M34S,37.48,-107.63,0.58,365
USS0007M35S,37.66,-107.8,4.86,365
USS0007M36S,37.52,-107.32,1.74,365
USS0007M37S,37.88,-107.36,0.68,365
USS0007S03S,33.01,-107.87,7.88,364
USS0007S04S,33.36,-107.83,9.38,365
USS0008F01S,43.66,-109.01,2.38,365
USS0008G03S,42.57,-108.84,1.07,365
USS0008G07S,42.7,-108.9,2.24,365
USS0008G10S,42.59,-108.9,0.24,365
USS0008K04S,39.06,-108.06,1.63,364
USS0008L02S,38.42,-108.38,4.07,347
USS0008M02S,37.43,-108.17,4.33,365
USS0008M04S,37.5,-108.11,2.56,365
USS0008M06S,37.79,-108.02,1.43,365
USS0008M07S,37.89,-108.2,2.1,365
USS0008M08S,37.65,-108.01,2.21,364
USS0008M10S,37.44,-108.02,0.34,339
USS0008M12S,37.79,-108.18,0.14,365
USS0008N03S,36.18,-108.95,6.01,362
USS0008P03S,35.23,-108.27,6.6,365
USS0008S01S,33.74,-108.95,5.47,246
USS0008S08S,33.37,-108.71,6.42,365
USS0008T01S,32.92,-108.15,9.65,365
USS0009A01S,48.17,-109.65,3.19,364
USS0009C01S,46.79,-109.51,1.85,365
USS0009D06S,45.06,-109.94,-1.19,365
USS0009D08S,45.05,-109.91,0.2,365
USS0009D16S,45.19,-109.35,1.85,364
USS0009D21S,45.24,-109.46,4.4,365
USS0009E03S,44.03,-109.18,2.68,365
USS0009E07S,44.73,-109.91,-0.05,360
USS0009E08S,44.8,-109.66,2.96,365
USS0009E09S,44.3,-109.24,2.04,365
USS0009E10S,44.94,-109.57,-0.51,365
USS0009E11S,44.65,-109.78,1.19,365
USS0009E13S,44.38,-109.79,-0.96,365
USS0009F04S,43.7,-109.67,2.04,365
USS0009F08S,43.5,-109.75,1.27,365
USS0009F18S,43.93,-109.82,0.48,132
USS0009F20S,43.67,-109.38,1.05,365
USS0009F21S,43.11,-109.95,0.4,364
USS0009F23S,43.01,-109.76,1.38,365
USS0009F24S,43.86,-109.32,0.16,365
USS0009F25S,43.28,-109.45,1.6,365
USS0009F27S,43.03,-109.17,2.66,365
USS0009F28S,43.38,-109.88,-0.97,365
USS0009G03S,42.87,-109.09,0.79,365
USS0009G06S,42.58,-109.09,2.86,365
USS0009G09S,42.65,-109.26,0.52,365
USS0009G11S,42.71,-109.41,0.7,365
USS0009J01S,40.72,-109.54,2.31,365
USS0009J05S,40.61,-109.89,0.64,365
USS0009J08S,40.91,-109.96,1.23,364
USS0009J16S,40.74,-109.67,2.3,365
USS0009K01S,39.31,-109.53,3.64,365
USS0009L01S,38.48,-109.29,5.07,365
USS0009L03S,38.48,-109.27,3.5,365
USS0009M01S,37.87,-109.45,4.19,365
USS0009M02S,37.81,-109.49,5.7,365
USS0009N05S,36.33,-109.06,5.64,365
USS0009S01S,33.98,-109.5,5.76,365
USS0009S02S,33.92,-109.46,5.86,365
USS0009S04S,33.9,-109.16,7.62,364
USS0009S06S,33.69,-109.22,7.45,365
USS0009S07S,33.8,-109.15,6.93,365
USS0009S11S,33.65,-109.31,5.99,345
USS0009S18S,33.76,-109.48,8.07,365
USS0010C03S,46.11,-110.47,3.34,365
USS0010C06S,46.78,-110.62,0.19,365
USS0010C08S,46.09,-110.43,0.88,364
USS0010C09S,46.79,-110.68,1.19,365
USS0010C15S,46.67,-110.33,0.35,364
USS0010C22S,46.91,-110.85,-0.18,365
USS0010C23S,46.93,-110.9,0.05,364
USS0010C27S,46.48,-110.71,1.92,365
USS0010D07S,45.01,-110.01,2.25,365
USS0010D10S,45.87,-110.93,2.51,364
USS0010D12S,45.22,-110.24,-0.94,365
USS0010D13S,45.5,-110.97,2.48,360
USS0010D16S,45.4,-110.96,0.4,365
USS0010D24S,45.42,-110.09,-0.52,365
USS0010D31S,45.27,-110.25,3.25,365
USS0010D35S,45.89,-110.94,1.93,365
USS0010D39S,45.5,-110.08,3.87,364
USS0010E03S,44.72,-110.51,0.9,365
USS0010E06S,44.48,-110.16,-0.11,364
USS0010E07S,44.37,-110.58,-0.41,365
USS0010E09S,44.21,-110.67,1.93,365
USS0010E12S,44.13,-110.67,1.5,365
USS0010E15S,44.13,-110.83,1.69,365
USS0010E17S,44.15,-110.22,-1.53,365
USS0010E20S,44.46,-110.14,0.27,365
USS0010F02S,43.95,-110.45,2.22,365
USS0010F09S,43.75,-110.06,-1.46,365
USS0010F15S,43.25,-110.02,1.33,365
USS0010F16S,43.17,-110.14,0.98,365
USS0010F17S,43.13,-110.2,2.9,365
USS0010F19S,43.39,-110.13,-0.39,365
USS0010F23S,43.52,-110.91,1.5,365
USS0010F29S,43.34,-110.43,1.5,365
USS0010F30S,43.78,-110.93,-0.24,365
USS0010G02S,42.96,-110.61,-0.24,365
USS0010G08S,42.51,-110.91,3.2,365
USS0010G12S,42.27,-110.81,1.69,365
USS0010G13S,42.49,-110.53,2.34,365
USS0010G15S,42.76,-110.59,1.19,365
USS0010G20S,42.53,-110.66,0.2,365
USS0010G22S,42.3,-110.68,1.38,365
USS0010G23S,42.82,-110.84,2.9,365
USS0010G24S,42.15,-110.68,1.79,356
USS0010G25S,42.65,-110.81,2.69,365
USS0010J01S,40.92,-110.19,1.77,365
USS0010J04S,40.95,-110.48,0.85,364
USS0010J06S,40.98,-110.85,3.06,365
USS0010J10S,40.6,-110.43,-0.11,365
USS0010J12S,40.55,-110.35,3.16,365
USS0010J17S,40.89,-110.83,1.58,365
USS0010J18S,40.55,-110.69,4.54,364
USS0010J20S,40.91,-110.5,-0.13,365
USS0010J21S,40.88,-110.54,0.87,364
USS0010J22S,40.96,-110.58,0.72,365
USS0010J23S,40.84,-110.66,-0.66,365
USS0010J26S,40.72,-110.47,0.03,365
USS0010J30S,40.58,-110.59,0.79,365
USS0010J35S,40.86,-110.8,1.96,365
USS0010J43S,40.77,-110.01,0.35,365
USS0010J44S,40.8,-110.88,1.69,365
USS0010J52S,40.68,-110.95,0.12,365
USS0010J55S,40.84,-110.01,-0.55,365
USS0010K01S,39.89,-110.75,3.75,365
USS0010K02S,39.96,-110.99,4.13,365
USS0010K06S,39.68,-110.43,2.31,365
USS0010M01S,38.08,-110.77,5.46,365
USS0010R04S,34.31,-110.75,9.13,365
USS0010S01S,33.81,-110.92,10.48,364
USS0011C01S,46.56,-111.29,0.23,365
USS0011C02S,46.58,-111.27,2.39,365
USS0011C04S,46.35,-111.85,1.29,365
USS0011D08S,45.02,-111.85,0.33,365
USS0011D11S,45.51,-111.92,1.52,365
USS0011D19S,45.27,-111.43,0.22,365
USS0011D28S,45.6,-111.96,0.42,364
USS0011E03S,44.59,-111.82,2.58,365
USS0011E07S,44.66,-111.09,1.67,365
USS0011E10S,44.42,-111.39,2.37,361
USS0011E24S,44.79,-111.71,0.74,365
USS0011E29S,44.96,-111.29,-1,365
USS0011E30S,44.61,-111.15,1.53,364
USS0011E31S,44.59,-111.12,0.69,365
USS0011E35S,44.51,-111.13,1.29,365
USS0011E36S,44.53,-111.41,2.63,365
USS0011E37S,44.44,-111.99,2.81,365
USS0011E38S,44.95,-111.36,0.31,365
USS0011E39S,44.98,-111.95,3.19,357
USS0011F02S,43.57,-111.21,3.73,364
USS0011F11S,43.21,-111.69,4.06,365
USS0011G01S,42.95,-111.36,4.45,365
USS0011G05S,42.56,-111.3,3.5,365
USS0011G06S,42.36,-111.56,2.36,365
USS0011G30S,42.52,-111.96,3.05,365
USS0011G32S,42.05,-111.6,2.15,365
USS0011G33S,42.41,-111.17,2.74,365
USS0011H01S,41.97,-111.6,3.07,365
USS0011H03S,41.89,-111.57,4.34,365
USS0011H07S,41.92,-111.47,1.82,365
USS0011H08S,41.38,-111.94,4.71,365
USS0011H21S,41.31,-111.45,3.54,365
USS0011H25S,41.41,-111.83,6.26,363
USS0011H30S,41.38,-111.92,5.89,365
USS0011H31S,41.25,-111.41,2.94,365
USS0011H32S,41.22,-111.36,4.21,365
USS0011H36S,41.9,-111.63,3.52,365
USS0011H37S,41.68,-111.42,3.33,365
USS0011H55S,41.41,-111.54,3.21,356
USS0011H57S,41.47,-111.5,2.86,365
USS0011H58S,41.79,-111.55,4.13,358
USS0011H59S,41.36,-111.49,3.69,365
USS0011H60S,41.86,-111.51,1.61,365
USS0011J01S,40.85,-111.05,2.73,365
USS0011J02S,40.89,-111.07,4.3,365
USS0011J06S,40.67,-111.22,4.64,365
USS0011J08S,40.16,-111.21,3.91,365
USS0011J11S,40.99,-111.82,4.76,357
USS0011J12S,40.97,-111.81,3.8,365
USS0011J21S,40.43,-111.62,3.87,365
USS0011J22S,40.19,-111.36,5.44,365
USS0011J23S,40.3,-111.26,3.06,365
USS0011J32S,40.36,-111.09,3.19,364
USS0011J37S,40.87,-111.72,5.61,365
USS0011J42S,40.56,-111.66,3.86,365
USS0011J46S,40.61,-111.1,2.8,351
USS0011J52S,40.76,-111.63,4.84,365
USS0011J53S,40.79,-111.12,4.05,365
USS0011J56S,40.62,-111.53,2.77,365
USS0011J57S,40.6,-111.58,2.51,365
USS0011J64S,40.84,-111.71,3.6,365
USS0011J65S,40.66,-111.64,3.44,365
USS0011J68S,40.93,-111.81,4.67,365
USS0011J69S,40.83,-111.76,4.13,365
USS0011J70S,40.28,-111.61,5.97,362
USS0011K03S,39.68,-111.32,2.61,365
USS0011K05S,39.61,-111.3,2.06,365
USS0011K09S,39.31,-111.43,1.26,365
USS0011K10S,39.3,-111.45,1.88,365
USS0011K11S,39.32,-111.49,3.29,365
USS0011K12S,39.14,-111.51,2.06,365
USS0011K13S,39.14,-111.56,4.46,365
USS0011K15S,39.05,-111.47,3.48,365
USS0011K21S,39.87,-111.28,2.89,365
USS0011K22S,39.89,-111.25,4.29,365
USS0011K28S,39.45,-111.27,1.74,365
USS0011K29S,39.42,-111.25,3.38,365
USS0011K31S,39.13,-111.44,2.08,364
USS0011K32S,39.13,-111.35,2.75,365
USS0011K35S,39.24,-111.52,3.98,365
USS0011K36S,39.5,-111.73,4.66,365
USS0011K39S,39.01,-111.58,4.07,365
USS0011K52S,39.93,-111.63,4.3,365
USS0011L01S,38.77,-111.68,2.51,365
USS0011L02S,38.79,-111.69,4.21,365
USS0011L03S,38.5,-111.77,2.58,365
USS0011L04S,38.68,-111.6,2.06,365
USS0011L05S,38.21,-111.48,2.11,365
USS0011L12S,38.8,-111.68,4.66,365
USS0011M01S,38.05,-111.34,3.05,365
USS0011M03S,37.84,-111.88,3.38,365
USS0011M06S,37.97,-111.83,1.06,365
USS0011P02S,35.27,-111.74,6.33,360
USS0011P08S,35.34,-111.65,3.59,365
USS0011P13S,35.07,-111.84,8.09,365
USS0011R03S,34.94,-111.52,8.04,365
USS0011R05S,34.75,-111.41,8.44,365
USS0011R06S,34.46,-111.41,10.23,365
USS0011R10S,34.37,-111.01,9.02,365
USS0011R12S,34.97,-111.51,4.93,280
USS0011R13S,34.86,-111.61,10,349
USS0012A02S,48.06,-112.76,3.67,364
USS0012B12S,47.92,-112.82,0.39,364
USS0012B13S,47.92,-112.79,2.49,363
USS0012B14S,47.08,-112.73,1.85,365
USS0012B16S,47.06,-112.6,3.92,365
USS0012B17S,47.45,-112.81,1.52,364
USS0012C11S,46.36,-112.26,-0.31,364
USS0012C13S,46.44,-112.19,2.16,365
USS0012C22S,46.84,-112.51,2.55,332
USS0012D09S,45.8,-112.52,1.86,365
USS0012D11S,45.41,-112.96,1.28,365
USS0012E07S,44.79,-112.06,1.89,363
USS0012E08S,44.47,-112.98,0.81,365
USS0012G17S,42.76,-112.48,4.88,365
USS0012G18S,42.26,-112.13,6.56,365
USS0012J02S,40.46,-112.25,5.9,365
USS0012J06S,40.44,-112.24,2.67,365
USS0012J07S,40.49,-112.61,4.48,365
USS0012J09S,40.57,-112.17,5.03,365
USS0012K01S,39.94,-112.41,5.74,365
USS0012K02S,39.35,-112.33,7.3,365
USS0012L04S,38.51,-112.02,3.89,365
USS0012L05S,38.5,-112.01,3.48,365
USS0012L06S,38.48,-112.39,3.92,365
USS0012L07S,38.3,-112.36,1.37,365
USS0012L12S,38.3,-112.44,3.74,365
USS0012L15S,38.88,-112.25,4.71,365
USS0012L20S,38.07,-112.17,2.14,365
USS0012M03S,37.58,-112.9,4.94,365
USS0012M05S,37.49,-112.58,4.46,365
USS0012M06S,37.49,-112.51,7.2,365
USS0012M07S,37.7,-112.65,5.73,365
USS0012M11S,37.75,-112.78,5.54,365
USS0012M13S,37.66,-112.74,3.76,365
USS0012M14S,37.68,-112.86,2.04,365
USS0012M17S,37.6,-112.92,4.5,365
USS0012M23S,37.57,-112.84,2.31,365
USS0012M26S,37.52,-112.27,6.07,365
USS0012P01S,35.26,-112.06,9.5,365
USS0012P02S,35.14,-112.15,9.24,365
USS0013A15S,48.13,-113.02,1.15,365
USS0013A19S,48.8,-113.86,0.86,365
USS0013A24S,48.43,-113.94,2.86,365
USS0013A25S,48.16,-113.95,2.33,365
