station_id,latitude,longitude,yearly_avg_temp_c,days_recorded
USR0000ENTR,37.5586,-113.7172,9.91,365
USR0000FBLO,30.5872,-84.9886,20.38,365
USR0000FCAC,25.3903,-80.6803,24.58,365
USR0000FCEN,29.105,-81.63,22.04,365
USR0000FCHE,25.625,-80.5797,24.91,365
USR0000FIVE,39.8811,-110.2658,7.34,365
USR0000FLSU,29.3731,-83.0344,21.59,365
USR0000FMER,28.6408,-80.7308,22.9,365
USR0000FMIL,26.2483,-81.2967,24.04,365
USR0000FNAV,30.3664,-87.1375,21.56,355
USR0000FOAS,25.85,-81.03,24.44,365
USR0000FOCH,25.9167,-81.2833,24.63,365
USR0000FOLU,30.2,-82.4,20.68,365
USR0000FRAC,25.9708,-80.9,24.51,365
USR0000FSAN,30.23,-84.68,20.5,365
USR0000FSTM,30.1333,-84.1333,20.8,365
USR0000FSUM,30.0175,-84.9842,20.84,365
USR0000FTOP,39.3375,-110.6,10.34,365
USR0000FWIL,30.1694,-84.9344,19.88,327
USR0000GARM,34.6953,-85.1736,16.92,365
USR0000GATH,33.8967,-83.3656,17.85,365
USR0000GBAX,31.7136,-82.3878,20.15,365
USR0000GBRA,34.8028,-83.71,13.93,365
USR0000GBRE,33.0097,-83.7397,18.29,365
USR0000GBYR,32.2033,-83.9319,19.74,365
USR0000GCAM,34.63,-84.0975,16.14,365
USR0000GCHA,34.6403,-83.5219,15.99,365
USR0000GCHS,34.77,-84.5833,17.17,365
USR0000GCML,31.2142,-84.2364,20.57,365
USR0000GCOH,34.9225,-84.6594,16.21,365
USR0000GCOO,31.1097,-83.4269,20.5,365
USR0000GDAL,33.8333,-84.74,17.03,365
USR0000GDAW,34.3761,-84.0597,16.43,365
USR0000GJON,30.8289,-82.36,20.63,365
USR0000GLOU,32.975,-82.3528,19.17,365
USR0000GMCI,32.7797,-83.25,18.88,365
USR0000GMCR,32.0097,-82.9,19.84,365
USR0000GMET,32.3911,-82.0372,19.73,365
USR0000GMID,31.7842,-81.4386,20.14,365
USR0000GNEW,33.3653,-84.8594,17.71,365
USR0000GOCO,33.2083,-83.7136,18.5,365
USR0000GPLA,32.0097,-84.33,19.68,365
USR0000GSTA,30.9172,-81.4294,20.87,365
USR0000GSTE,31.2569,-81.6106,20.33,365
USR0000GTAL,34.9058,-83.3344,15.3,365
USR0000GTOC,34.765,-84.0744,14.15,365
USR0000GWAS,33.7806,-82.8161,18.18,365
USR0000GWAY,31.11,-82.26,20.68,365
USR0000HEWI,40.9528,-110.4806,1.14,365
USR0000HHAI,20.5803,-156.5711,22.34,221
USR0000HHAK,19.8211,-155.3306,12.27,365
USR0000HKAH,21.6792,-157.9894,23.65,365
USR0000HKAN,20.5222,-156.5658,23.84,365
USR0000HKII,21.6883,-157.9525,24.83,365
USR0000HKMO,19.4736,-155.3589,15.12,365
USR0000HLAN,20.8733,-157.0064,22.29,365
USR0000HMAH,22.1306,-159.7153,21.33,356
USR0000HMAK,21.2033,-156.9661,23.85,232
USR0000HMAP,21.5261,-158.2042,21.97,184
USR0000HMAR,21.5286,-158.2261,24.83,348
USR0000HMLK,21.115,-156.9475,19.66,365
USR0000HMOL,22.1833,-159.3375,23.93,365
USR0000HMRG,21.5428,-158.1989,21.11,365
USR0000HORR,39.9336,-110.8617,5.05,365
USR0000HORS,38.6667,-112.6508,9.77,362
USR0000HPAL,19.3175,-155.2922,19.52,362
USR0000HPTA,19.6828,-155.5453,14.12,365
USR0000HPTK,19.6669,-155.7078,15.07,365
USR0000HPTW,19.7717,-155.7022,16.57,365
USR0000HPUW,19.795,-155.8453,20.15,365
USR0000HSCH,21.4994,-157.9933,21.85,253
USR0000HSCO,21.495,-158.0819,22.14,365
USR0000HWVA,21.4806,-158.1553,23.69,365
USR0000I3MI,44.3958,-112.1081,4.18,365
USR0000IARC,43.6231,-113.3872,4.63,355
USR0000IBAI,41.6317,-87.0878,10.04,365
USR0000IBEA,44.385,-115.55,3.96,363
USR0000IBIO,38.9253,-85.3625,12.41,365
USR0000IBNR,37.2486,-89.3783,14.43,364
USR0000IBOF,48.6756,-116.3361,7.69,365
USR0000IBON,44.375,-114.5667,2.76,365
USR0000IBRA,42.3497,-116.69,7.9,365
USR0000IBUL,42.08,-114.4847,5.92,365
USR0000ICBO,37.6792,-89.0028,14.68,335
USR0000ICHL,44.5042,-114.2228,6.67,365
USR0000ICOP,43.8,-113.8333,-0.08,365
USR0000ICRY,42.99,-113.16,7.22,365
USR0000IDEA,44.3256,-117.1678,9.94,365
USR0000IDEN,46.6217,-116.2183,9.96,365
USR0000IDEP,42.3653,-112.7056,6.04,365
USR0000IDER,43.1744,-115.1517,8.09,365
USR0000IDES,41.5333,-96.0833,10.25,365
USR0000IDIA,42.8667,-111.2167,3.5,365
USR0000IDIX,37.4361,-88.6672,14.37,358
USR0000IEZR,44.8464,-114.0264,4.83,365
USR0000IFEN,46.1,-115.5347,9.3,365
USR0000IFIS,47.1292,-115.875,5.01,365
USR0000IFLE,43.6197,-114.8989,4.74,365
USR0000IFLI,42.0792,-112.1833,7.96,365
USR0000IGAS,44.1678,-111.7792,4.3,365
USR0000IGOO,42.095,-113.8958,7.74,365
USR0000IGRA,42.5372,-111.8547,6.5,365
USR0000IGRL,43.0497,-111.3794,3.35,365
USR0000IHAR,39,-86.4228,12.84,365
USR0000IHPK,43.9481,-114.7561,2.21,365
USR0000IHSB,42.4172,-115.2278,8.22,365
USR0000IIND,45.3833,-114.1667,7.89,365
USR0000IISP,44.4167,-111.3833,2.5,365
USR0000IKEL,46.6667,-115.1667,6.37,365
USR0000IKRI,45.3556,-113.8933,6.27,365
USR0000ILCR,44.5,-114.9,7.4,365
USR0000ILEA,44.7,-113.35,4.25,365
USR0000ILIN,47.1083,-116.2278,4.94,365
USR0000ILIT,44.0911,-115.8806,7.72,365
USR0000ILOD,45.3786,-115.1872,3.83,365
USR0000IMHO,43.0283,-115.87,10.65,365
USR0000IMOD,43.65,-111.5792,4.65,361
USR0000IMOL,42.0431,-113.1528,6.79,365
USR0000IMOO,46.0697,-114.55,8.18,365
USR0000INEA,41.5667,-93.2583,9.4,365
USR0000INOR,43.7897,-114.4208,3.35,357
USR0000INUC,47.5083,-115.9461,7.32,365
USR0000IOHI,43.6008,-114.3158,5.09,365
USR0000IPCK,42.0694,-115.7861,7.66,365
USR0000IPCN,42.8944,-111.8406,5.29,365
USR0000IPCR,43.54,-111.2008,4.54,354
USR0000IPIE,46.5,-115.8333,5.72,365
USR0000IPIN,44.25,-116.18,6.87,365
USR0000IPIT,45.6375,-116.4686,9.99,304
USR0000IPOB,43.2261,-113.5744,7.03,364
USR0000IPOT,46.9833,-116.9833,8.35,365
USR0000IPOW,46.5122,-114.6881,5.66,365
USR0000IPRL,48.575,-116.9636,5.97,365
USR0000IRAF,42.5478,-113.2594,8.2,365
USR0000IRED,45.7125,-115.3375,5.61,365
USR0000IROC,42.9717,-114.0631,8.34,365
USR0000ISAD,48.9417,-116.7292,2.78,365
USR0000ISAL,45.15,-113.9333,6.61,365
USR0000ISHO,46.9833,-116.6333,7.78,365
USR0000ISKI,44.9436,-116.1878,6.03,365
USR0000ISKU,45.3367,-114.4681,5.71,365
USR0000ISLA,45.6333,-116.2833,11.81,365
USR0000ISNA,45.0997,-116.7369,8.68,360
USR0000ISPA,42.0181,-116.2128,7.64,365
USR0000ISTN,44.1692,-114.9258,2.12,365
USR0000ITEA,44.9044,-115.7375,6.7,365
USR0000ITOW,43.9333,-115.9167,6.76,365
USR0000ITPL,38.125,-86.625,13.67,365
USR0000ITRA,42.3161,-114.3031,8.8,365
USR0000ITRI,42.8286,-116.5886,6.33,365
USR0000ITWI,42.6906,-115.1953,10.89,365
USR0000IWEI,44.8475,-116.4267,9.41,365
USR0000JEBF,39.5,-74.5,13.41,365
USR0000JENS,38.0333,-113.5167,10.73,365
USR0000JOES,39.3094,-111.3228,5.23,365
USR0000KALP,36.7956,-85.3803,15.49,365
USR0000KANE,37.5264,-109.8936,9.35,365
USR0000KBSN,37.75,-82.6333,14.77,365
USR0000KCIM,37.1408,-101.9003,13.06,352
USR0000KCRI,38.7692,-84.6019,13.3,365
USR0000KGRE,37.2672,-87.2028,14.87,365
USR0000KING,40.8606,-109.1022,8.84,365
USR0000KJAC,37.5922,-83.3178,14.55,365
USR0000KKOO,37.7689,-83.6333,14.17,365
USR0000KKYL,36.7764,-88.0631,15.08,365
USR0000KSOM,37.0556,-84.615,14.97,365
USR0000KSTA,38.1669,-98.5,12.57,365
USR0000KTAL,38.435,-96.5608,12.67,365
USR0000KTRI,38.175,-83.4083,13.83,365
USR0000KYEL,36.6036,-83.6961,15.22,337
USR0000LAVA,37.3917,-113.0389,6.06,365
USR0000LBBR,30.3167,-89.9333,19.87,365
USR0000LCAN,32.8042,-93.0667,18,365
USR0000LCAT,31.5022,-92.4617,19.13,365
USR0000LEVA,31.185,-92.6314,19.16,365
USR0000LGUM,31.9,-92.7672,19.1,365
USR0000LKIS,31.495,-93.1981,19.05,365
USR0000LOST,38.7708,-111.8625,7.34,365
USR0000LSAB,29.8881,-93.4039,21.32,365
USR0000LVER,31.0167,-93.1869,19.63,361
USR0000MAGA,48.5,-95.87,2.85,365
USR0000MANT,44.6867,-112.5417,2.97,363
USR0000MARM,47.5867,-108.8694,6.48,365
USR0000MASS,38.0667,-75.2014,14.96,365
USR0000MATL,39.8697,-92.5206,11.48,365
USR0000MAVA,36.9431,-92.65,14.42,365
USR0000MBAL,43.8933,-85.8506,7.16,361
USR0000MBAP,45.6481,-106.5008,6.67,365
USR0000MBAU,48.6703,-94.6172,3.34,365
USR0000MBCB,48.6333,-115.5833,5.08,365
USR0000MBDA,46.8608,-94.7258,3.49,365
USR0000MBEM,47.5033,-94.9281,3.69,365
USR0000MBEN,47.5,-112.9,2.41,365
USR0000MBIE,32.355,-89.4692,18.06,365
USR0000MBIG,45.0733,-107.8886,1.82,364
USR0000MBLA,38.4167,-76,15.07,365
USR0000MBLC,30.8489,-89.0342,19.68,362
USR0000MBLU,48.8719,-106.9456,3.11,365
USR0000MBOO,48.1333,-114.7167,4.17,365
USR0000MBRA,45.0553,-105.9483,6.59,365
USR0000MBRE,44.9667,-113.2167,3.64,365
USR0000MBRN,46.4006,-94.1272,4.62,365
USR0000MBRO,48.5617,-113.0133,4.26,365
USR0000MBRR,44.8019,-86.0508,7.02,365
USR0000MBSM,47.0167,-105.8167,5.45,365
USR0000MBSP,36.975,-91.0181,14.13,365
USR0000MBUD,31.4106,-90.8467,19.22,365
USR0000MCAN,46.4847,-104.0658,5.29,365
USR0000MCAR,37.1806,-91.1181,13.7,365
USR0000MCBT,47.8667,-115.625,7.6,353
USR0000MCCO,39.6339,-109.2658,8.23,365
USR0000MCHI,39.7683,-93.485,11.56,365
USR0000MCLI,38.3483,-93.7747,13.63,363
USR0000MCLK,47.3778,-94.615,3.84,365
USR0000MCON,47.5361,-113.7172,4.98,365
USR0000MCOP,31.9497,-90.3806,18.82,365
USR0000MCSA,45.3028,-93.1011,6.18,365
USR0000MDEE,46.0278,-114.0553,2.4,365
USR0000MDER,45.5842,-109.8517,4.48,364
USR0000MDET,46.8489,-95.8464,3.95,365
USR0000MDOE,46.2536,-86.7142,4.1,365
USR0000MDON,36.6269,-90.8239,14.82,365
USR0000MDPC,48.3556,-113.1139,3.64,365
USR0000MDRD,32.81,-90,18.9,365
USR0000MDRY,47.2442,-108.3575,7.03,365
USR0000MEFF,47.7794,-93.6461,2.94,365
USR0000MELY,47.8833,-91.8667,3.07,365
USR0000MENN,45.35,-111.7344,5.24,365
USR0000MEUR,48.9,-115.0167,6.75,365
USR0000MFAR,37.7617,-90,13.46,365
USR0000MFER,47.9461,-91.4947,2.94,365
USR0000MFIS,45.4581,-109.5714,6.13,365
USR0000MFOH,45.2969,-106.1614,6.39,365
USR0000MFOR,48.3042,-108.7189,5.73,364
USR0000MFOU,45.3333,-110.2167,4.87,365
USR0000MFRE,45.33,-112.9128,2.69,365
USR0000MGAL,46.2222,-112.2292,3.01,365
USR0000MGAT,47.7897,-112.9394,11.4,128
USR0000MGIN,46.3292,-111.5881,5.7,365
USR0000MGIR,46.1928,-113.9203,3.14,365
USR0000MGLE,47.8678,-112.6681,4.03,365
USR0000MH41,34.0903,-88.8647,17.34,365
USR0000MHCK,30.6153,-89.4133,19.87,337
USR0000MHEB,44.6678,-111.1006,2.02,362
USR0000MHEL,46.7186,-112.0017,5.3,365
USR0000MHHS,45.6453,-114.6278,1.53,361
USR0000MHIB,47.3919,-92.8347,3.41,365
USR0000MHIL,47.0375,-93.6042,3.55,365
USR0000MHOT,47.6156,-114.6694,6.59,365
USR0000MHUN,48.3847,-114.0575,5.53,365
USR0000MISA,47.6303,-91.4083,2.32,365
USR0000MITA,47.24,-95.19,3.73,364
USR0000MJET,47.7669,-114.2347,6.24,365
USR0000MKIN,47.7981,-107.0233,6.29,365
USR0000MKLL,47.9425,-94.455,3.27,365
USR0000MKNO,46.3117,-105.0222,5.89,365
USR0000MLIB,48.3833,-115.5667,7.01,365
USR0000MLIH,45.5697,-107.4358,7.78,320
USR0000MLIS,46.7511,-109.0233,4.19,365
USR0000MLIT,47.8139,-109.0167,6.26,365
USR0000MLNC,46.9681,-112.6353,3.84,365
USR0000MLRC,46.0378,-114.2625,5.69,365
USR0000MLTF,45.9514,-94.3444,5,365
USR0000MLTT,48.3894,-93.5642,3.32,365
USR0000MMAC,47.7028,-108.4786,5.99,364
USR0000MMAR,31.2114,-89.9225,19.16,365
USR0000MMCF,44.3769,-68.2608,7.11,365
USR0000MMEA,48.1197,-92.1589,3.32,365
USR0000MMED,48.49,-104.4761,4.06,365
USR0000MMIO,44.6761,-84.1283,5.93,365
USR0000MMIS,46.85,-114.05,6.28,365
USR0000MMLK,46.4203,-92.8008,4.02,365
USR0000MMOO,45.1144,-67.2819,6.44,361
USR0000MMOR,45.89,-93.2697,5.25,365
USR0000MMTV,37.0711,-93.8972,14.29,347
USR0000MNIN,47.0708,-114.4022,6.15,365
USR0000MOJI,48.1086,-88.5467,3.37,365
USR0000MORR,48.0189,-92.8572,3.43,365
USR0000MPAR,47.2697,-114.9161,5.84,365
USR0000MPHL,46.3167,-113.3,4.31,365
USR0000MPIN,46.7769,-104.5797,6.27,365
USR0000MPLN,47.45,-114.8667,7.68,365
USR0000MPOL,48.7825,-114.2803,3.85,365
USR0000MPOP,48.1269,-105.0731,4.64,365
USR0000MPPH,46.8353,-110.7175,-0.83,365
USR0000MPRY,45.3375,-108.4908,4.2,363
USR0000MRAC,46.25,-84.5833,4.3,361
USR0000MRCA,43.3472,-70.5475,8.76,365
USR0000MRED,44.6833,-111.8333,0.63,341
USR0000MROC,48.255,-109.7836,4.85,365
USR0000MROS,48.85,-95.7,2.87,365
USR0000MSAG,46.8436,-92.4617,3.82,365
USR0000MSAN,30.4528,-88.6617,20.24,365
USR0000MSEA,48.1,-90.9,2.66,365
USR0000MSEE,47.1828,-113.4472,3.92,351
USR0000MSEN,46.2403,-85.9428,4.96,365
USR0000MSHE,45.5325,-93.7503,5.48,365
USR0000MSIN,37.5014,-91.2594,13.15,365
USR0000MSMI,46.4394,-114.2272,5.17,365
USR0000MSOD,45.7289,-108.3967,7.07,363
USR0000MSQU,45.4511,-111.2189,4.44,365
USR0000MSSC,47.5619,-107.5286,6.33,365
USR0000MSTE,46.5131,-114.0911,6.43,360
USR0000MSTI,46.8536,-113.3939,4.93,365
USR0000MSTM,48.7375,-113.4305,3.82,365
USR0000MSTR,47.3108,-115.1097,6.65,365
USR0000MSTW,48.5394,-114.5594,4.47,365
USR0000MSUL,38.2339,-91.15,16.64,274
USR0000MTHO,47.5806,-115.285,7.35,365
USR0000MTIM,45.1569,-109.3606,2.83,365
USR0000MTPT,45.9347,-113.7383,3.9,365
USR0000MTRY,48.4667,-115.9167,7.42,365
USR0000MUDS,39.7986,-112.2722,8.61,365
USR0000MWAT,46.2689,-89.17,3.99,365
USR0000MWAU,31.5242,-88.8889,18.85,353
USR0000MWDO,47.9117,-89.1547,3.84,365
USR0000MWEF,45.8181,-114.2631,5.72,365
USR0000MWEG,48.5106,-113.9942,5.28,365
USR0000MWHH,45.8833,-112.15,5.98,365
USR0000MWIC,45.2706,-110.5433,2.29,365
USR0000MWIN,34.6203,-89.3142,16.34,365
USR0000MWIS,45.7833,-112.9333,2.27,348
USR0000MWOL,45.3131,-107.1719,5.98,364
USR0000MWSS,46.5344,-110.8853,4.49,365
USR0000MYAA,48.9167,-115.6567,4.33,365
USR0000MYEL,45.1672,-111.3508,-0.67,365
USR0000NAGA,42.425,-103.7358,6.27,365
USR0000NALL,39.7369,-115.5181,8.26,365
USR0000NANT,41.6847,-116.7644,8.06,365
USR0000NARR,47.2667,-98.8667,3.76,365
USR0000NAUS,39.5031,-117.0814,9.07,365
USR0000NBAC,34.5328,-77.7219,17.58,365
USR0000NBAR,41.9111,-119.9389,7.1,365
USR0000NBEA,40.5583,-116.7583,11.26,365
USR0000NBES,41.8975,-100.3108,8.68,365
USR0000NBFT,35.5206,-76.9314,17.42,365
USR0000NBLU,40.5017,-119.1217,10.24,365
USR0000NBUF,40.5819,-119.79,11.84,365
USR0000NBUS,35.7694,-82.1917,12.04,365
USR0000NCAS,36.3856,-79.2919,15.66,365
USR0000NCAT,41.92,-119.495,7.39,365
USR0000NCCP,38.9036,-114.8142,6.06,365
USR0000NCED,39.7569,-114.1658,7.56,365
USR0000NCHE,35.3333,-83.8167,14.75,365
USR0000NCOI,39.8333,-116.4917,6.73,365
USR0000NCOM,39.3814,-116.175,8.02,365
USR0000NCRA,40.4597,-115.85,7.73,365
USR0000NCRE,41.7611,-102.4378,8.4,365
USR0000NCRN,34.7833,-76.8667,18.2,365
USR0000NCRO,48.9681,-104.0022,3.11,364
USR0000NCUR,38.7586,-115.4128,11.1,365
USR0000NCYW,38.2833,-114.7583,10.03,365
USR0000NDEA,39.2636,-118.9433,11.78,365
USR0000NDES,39.3011,-117.5844,7.92,365
USR0000NDEV,47.9853,-98.9075,3.67,365
USR0000NDRY,41.4917,-119.1167,9.55,365
USR0000NDSS,39.6725,-119.77,11.91,322
USR0000NDUK,35.9667,-79.0917,16.25,365
USR0000NFAI,35.5417,-76.2231,18.03,365
USR0000NFBR,35.1397,-79.0644,17.71,365
USR0000NFIS,38.9361,-119.6519,10.59,365
USR0000NFOX,41.0061,-119.5681,6.38,365
USR0000NGAL,39.3817,-119.815,9.49,365
USR0000NGAN,42.1,-77.1,9.07,365
USR0000NGRC,36.0175,-76.8917,17.05,365
USR0000NGRF,35.7564,-82.0439,14.74,365
USR0000NGUI,35.2133,-82.59,13.63,365
USR0000NHAM,48.5281,-98.6236,2.43,365
USR0000NHIG,35.0836,-83.2178,12.25,365
USR0000NHOF,34.825,-77.3219,17.51,365
USR0000NIMM,37.9214,-114.1597,10.09,365
USR0000NJCL,48.37,-100.43,3.33,365
USR0000NJCY,35.3167,-82.2,14.14,365
USR0000NJUN,41.0819,-119.7772,9.41,365
USR0000NKAN,37.2506,-114.7075,16.22,365
USR0000NKIN,42.7239,-102.9714,7.91,365
USR0000NKYL,36.2667,-115.6,9.93,365
USR0000NLEX,35.7922,-80.312,16.06,365
USR0000NLIT,39.2444,-119.8808,5.82,365
USR0000NLON,41.5386,-116.2175,8.05,365
USR0000NLOS,48.6333,-102.4,3.03,362
USR0000NLPT,37.8547,-109.8389,5.79,365
USR0000NMAT,39.0228,-114.2722,5.29,365
USR0000NMOR,41.4558,-117.6333,9.77,365
USR0000NMOU,36.0306,-115.5167,12.27,365
USR0000NMTI,35.3789,-80.9925,16.3,365
USR0000NNAC,34.0483,-78.2903,17.92,365
USR0000NNCP,35.8167,-81.9372,13.91,365
USR0000NNWB,35.0967,-77.1108,18.21,365
USR0000NORW,40.6517,-111.0519,3.37,365
USR0000NPAN,38.3036,-116.1925,10.39,365
USR0000NPOC,35.7469,-76.5108,17.17,365
USR0000NRCK,34.96,-79.69,17.87,365
USR0000NREB,39.9833,-117.3167,10.06,365
USR0000NREN,36.2275,-81.2975,14.48,365
USR0000NRER,36.1353,-115.4272,16.64,365
USR0000NROC,41.6431,-114.4375,6.43,365
USR0000NRUB,40.1731,-115.4855,7.4,365
USR0000NRUT,35.4286,-81.9394,15.89,365
USR0000NSAR,43.0078,-73.6511,8.64,359
USR0000NSCH,43.8,-73.7,6.84,365
USR0000NSCK,46.5456,-103.5183,5.3,365
USR0000NSCO,41.8167,-103.7,8.99,359
USR0000NSHR,42.7,-75.5,8.16,355
USR0000NSHY,46.4658,-97.3161,5.82,344
USR0000NSIA,40.3944,-117.625,10.19,365
USR0000NSND,34.6119,-77.4875,18.05,363
USR0000NSPG,40.5931,-114.2028,9.57,365
USR0000NSPM,40.4403,-114.8111,7.95,365
USR0000NSTA,41.5178,-115.3928,6.16,365
USR0000NSTO,41.5,-73.9,10.79,365
USR0000NSUN,34.0028,-77.9581,18.78,365
USR0000NTEX,41.8017,-118.4508,7.98,365
USR0000NTUR,34.6831,-78.5817,17.86,365
USR0000NTUS,35.04,-84.06,14.99,365
USR0000NUWH,35.3667,-79.8667,16.46,365
USR0000NVAL,42.4839,-100.5231,8,362
USR0000NWAT,47.7803,-103.2867,5.1,365
USR0000NWAY,35.1667,-83.4031,14.56,365
USR0000NWHI,34.3361,-78.7286,18.3,365
USR0000NWMT,43.9806,-71.1406,7.13,365
USR0000OAGN,42.5522,-124.0578,12.9,365
USR0000OALL,43.9247,-119.5944,5.05,365
USR0000OANT,44.0397,-118.4164,5.14,364
USR0000OBAD,44.03,-120.4,5.56,365
USR0000OBAL,43.5556,-118.4042,7.18,365
USR0000OBAS,42.2547,-118.9792,9.25,365
USR0000OBKL,42.7,-124.0333,8.94,365
USR0000OBLA,43.5233,-121.8133,6.71,365
USR0000OBLU,44.67,-117.9336,7.2,365
USR0000OBOC,44.5933,-119.2778,6.85,365
USR0000OBOH,44.6056,-120.6833,7.93,340
USR0000OBOU,44.7219,-122.0031,6.65,364
USR0000OBRB,34.05,-94.7372,18.54,307
USR0000OBRI,44.3231,-119.7669,5.91,365
USR0000OBRO,43.5611,-120.2486,7.5,365
USR0000OBRU,44.2844,-122.8494,10.09,365
USR0000OBUE,43.0361,-122.6553,10.73,365
USR0000OBUS,42.1197,-122.5633,12,365
USR0000OCAB,43.5,-121.05,6.13,365
USR0000OCAI,42.6314,-121.5597,5.46,365
USR0000OCAL,42.7778,-123.7294,8.8,365
USR0000OCAN,44.3489,-123.8853,9.38,365
USR0000OCAS,44.9711,-118.9297,7.51,365
USR0000OCED,45.2117,-123.7719,8.86,365
USR0000OCHI,42.5769,-121.8936,7.85,365
USR0000OCHL,39.3858,-82.985,12.86,365
USR0000OCIN,43.3208,-122.1067,6.65,365
USR0000OCOD,44.35,-120.13,5.8,365
USR0000OCOL,44.3158,-121.6056,7,365
USR0000OCRA,44.1667,-118.4667,4.16,365
USR0000OCRO,43.8333,-118.95,5.09,365
USR0000ODUN,43.9578,-124.1197,11.03,365
USR0000OEAG,45.3686,-122.3311,11.01,340
USR0000OECK,44.7578,-117.9711,4.02,365
USR0000OEDE,45.9267,-117.5883,8.21,365
USR0000OEMI,43.4675,-122.2175,9.59,365
USR0000OEVA,42.5978,-123.1033,10.73,365
USR0000OFAL,44.2939,-119.0333,5.45,365
USR0000OFIE,43.6806,-122.3019,9.35,365
USR0000OFIN,44.4183,-123.3253,11.74,365
USR0000OFIS,42.4722,-119.1783,8.66,365
USR0000OFLA,44.8142,-117.7289,8.23,365
USR0000OFOR,43.425,-120.8417,7.26,365
USR0000OFOS,42.9736,-119.2461,6.5,365
USR0000OGAD,43.4158,-122.5772,10,365
USR0000OGER,42.2056,-121.1389,7.96,365
USR0000OGOO,43.9281,-123.8903,10.2,365
USR0000OGRM,42.6261,-117.395,9.33,365
USR0000OHAR,45.3192,-116.8675,5.04,349
USR0000OHAY,44.4503,-121.13,8.87,365
USR0000OHEH,44.9661,-121.4908,8.05,365
USR0000OHIG,43.9064,-123.3794,9.6,365
USR0000OHOR,44.9406,-122.4003,8.07,365
USR0000OHOY,42.9764,-121.4219,6.46,365
USR0000OILL,42.1039,-123.6853,11.45,365
USR0000OJRI,45.1139,-118.4039,6.58,365
USR0000OKE2,44.6661,-118.9208,6.76,365
USR0000OKEL,43.9014,-117.9858,7.22,364
USR0000OKIA,34.7558,-94.9831,14.46,365
USR0000OLAG,45.5528,-118.0119,8.7,365
USR0000OLMC,42.7081,-118.51,9.42,360
USR0000OLOG,45.51,-121.9031,7.63,365
USR0000OMER,42.4947,-123.3972,11.96,365
USR0000OMET,44.6275,-121.6147,8.32,365
USR0000OMID,45.5833,-121.5833,8.37,365
USR0000OMLL,46.0228,-123.2711,9.31,327
USR0000OMOO,42.8597,-118.6706,6.77,365
USR0000OMOR,44.5167,-117.2833,8.49,365
USR0000OMOU,42.9372,-122.4353,8.92,365
USR0000OMTW,45.03,-121.6278,6.16,365
USR0000OMTY,43.6389,-123.3258,10.23,365
USR0000OMUT,44.9258,-121.1944,7.64,365
USR0000ONPR,45.0375,-120.5306,8.43,365
USR0000OOWY,43.5833,-117.2333,9.16,365
USR0000OPAR,42.1058,-122.2781,8.24,364
USR0000OPAT,45.3222,-120.925,9.92,365
USR0000OPEB,44.2333,-121.9833,7.38,365
USR0000OPHI,42.8264,-118.9361,8.34,365
USR0000OPO2,45.3547,-117.7044,4.14,365
USR0000OPOL,45.4586,-121.4464,7.45,365
USR0000OPRO,42.2897,-123.2303,11.29,365
USR0000OQUA,42.2167,-124.0333,10.87,365
USR0000ORCK,44.925,-123.4694,10.2,365
USR0000OREB,45.0275,-121.9211,6.99,365
USR0000ORED,43.5361,-117.8347,7.83,365
USR0000OREM,42.1233,-124.3006,12.36,365
USR0000ORID,43.1006,-118.4981,6.64,365
USR0000OROB,45.6817,-117.2064,7.13,365
USR0000OROC,42.5475,-119.6564,7.27,365
USR0000OROU,43.7639,-121.7167,5.3,364
USR0000ORYE,45.2172,-123.5356,8.92,365
USR0000OSAG,43.5097,-119.2925,7.41,365
USR0000OSAL,44.0444,-120.6661,8.2,365
USR0000OSEL,42.4075,-122.1914,6.37,365
USR0000OSFK,45.5906,-123.4761,8.68,356
USR0000OSIG,43.0019,-123.7803,8.64,364
USR0000OSIL,42.8589,-123.3783,8.48,365
USR0000OSLI,44.4625,-120.2944,4.88,365
USR0000OSPA,44.9083,-117.375,7.31,365
USR0000OSQU,42.0667,-123.0167,8.86,365
USR0000OSTR,42.1894,-120.8464,6.99,365
USR0000OSUG,43.6728,-122.6564,8.03,364
USR0000OSUM,42.2322,-120.2456,6.88,365
USR0000OTIL,45.4569,-123.8031,11.07,331
USR0000OTIM,43.2433,-121.3583,5.06,365
USR0000OTOK,43.2397,-122.4,8.24,365
USR0000OTRO,44.1111,-122.575,9.98,365
USR0000OTTE,41.7533,-111.2806,4.63,365
USR0000OTUM,44.0494,-121.4003,7.54,344
USR0000OTUP,45.0708,-119.49,7.31,365
USR0000OUMA,45.9167,-119.5667,11.5,365
USR0000OVIL,44.2525,-123.4639,10.47,365
USR0000OWAG,43.34,-119.8814,5.19,365
USR0000OWAM,45.2406,-121.453,8.28,365
USR0000OWAN,45.1094,-122.1953,6.53,313
USR0000OWAS,45.61,-121.33,8.15,334
USR0000OWIC,34.7744,-98.7458,16.06,365
USR0000OWIL,44.3325,-123.7164,9.79,365
USR0000OYEL,44.5922,-122.4278,8.93,361
USR0000OYLP,44.5264,-118.3231,6.29,365
USR0000OZAL,39.2753,-82.385,12.35,365
USR0000PALL,41.4864,-79.1025,8.69,365
USR0000PLGV,40.4311,-111.75,11.09,365
USR0000RAYS,40.1178,-111.2747,6.17,365
USR0000RNIN,41.35,-71.65,10.55,365
USR0000ROSE,41.6097,-113.5906,8.67,365
